step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
1,PAYMENT,188.36,3256.78,2832.24,6318.04,6338.69,0
1,TRANSFER,15502.61,17656.73,7880.21,15658.9,22586.07,1
1,PAYMENT,4688.36,4060.82,2731.21,17426.91,20490.02,0
1,PAYMENT,1129.49,4713.06,3281.17,4493.95,4785.88,0
1,PAYMENT,2240.55,27949.99,22037.75,3421.36,4067.07,0
1,CASH_OUT,1822.9,1083.37,432.98,20322.77,21357.22,0
1,CASH_IN,3328.96,1784.32,1526.16,5082.12,7314.09,0
1,CASH_IN,274.67,872.31,646.34,15342.19,15400.11,0
1,PAYMENT,3422.02,3808.02,2368.53,15163.24,16658.54,0
1,PAYMENT,12110.58,18814.8,14818.17,7756.99,12476.05,0
1,CASH_IN,7961.27,12698.91,7242.14,20504.73,23418.08,0
1,CASH_OUT,1486.56,1655.49,1439.4,18786.7,20236.42,0
1,DEBIT,3304.56,29509.84,24603.02,13099.61,15625.31,0
1,CASH_IN,716.53,35602.58,21494.47,3490.19,4102.46,0
1,CASH_IN,4805.72,25688.88,21813.34,31213.2,32770.54,0
1,PAYMENT,648.63,9015.67,8337.81,43832.6,44391.43,0
1,TRANSFER,339.64,3446.51,1932.17,3617.41,3817.09,0
1,TRANSFER,49940.89,11306.88,9762.83,12637.3,49112.72,1
1,CASH_IN,10657.3,33202.64,27924.18,32829.86,38359.8,0
1,CASH_OUT,1211.36,24581.17,15075.53,4219.9,5066.01,0
1,PAYMENT,2036.19,6340.8,4145.63,3561.66,4568.3,0
1,PAYMENT,3427.8,17631.75,13348.31,15753.18,19063.57,0
1,CASH_IN,26022.55,3267.06,2599.77,29422.28,38650.01,0
1,PAYMENT,5239.88,38844.83,36717.75,29337.11,31107.78,0
1,PAYMENT,739.95,2565.39,2080.42,44661.75,45232.42,0
1,CASH_OUT,1547.51,10484.49,8695.71,18861.76,19587.87,0
1,TRANSFER,981.48,1367.34,768.78,33672.31,34563.65,0
1,TRANSFER,3219.18,13742.84,10672.16,81494.46,83612.06,0
1,TRANSFER,3501.09,13213.96,11154.27,8872.85,11237.69,0
1,TRANSFER,7065.89,24403.97,18478.47,21575.9,23717.7,0
1,PAYMENT,773.22,4300.64,3747.37,20567.56,20662.29,0
1,CASH_OUT,244.39,765.04,407.1,5061.24,5160.3,0
1,TRANSFER,5656.26,3464.9,2941.95,8369.73,11730.78,0
1,CASH_OUT,3312.01,863.25,817.66,14588.73,15717.45,0
1,TRANSFER,320.42,15568.54,14304.18,15539.39,15571.83,0
1,TRANSFER,5053.44,11811.48,7529.87,2309.19,5037.21,0
1,CASH_OUT,1372.44,5379.46,4810.71,6389.39,7589.33,0
1,DEBIT,1606.55,5524.31,4260.82,26509.34,27116.85,0
1,TRANSFER,2634.09,2504.48,1999.87,10277.52,11559.25,0
1,PAYMENT,10536.64,17842.07,12605.63,9212.49,13531.75,0
1,DEBIT,5197.26,5416.19,3077.59,3251.03,8154.58,0
1,PAYMENT,2970.98,1292.92,1086.54,9142.92,9974.38,0
1,CASH_OUT,4383.33,14884.17,13812.08,9149.13,11669.25,0
1,PAYMENT,2353.94,29529.95,25801.97,8013.53,8281.87,0
1,PAYMENT,1315.87,32348.36,23886.24,19703.7,20801.92,0
1,PAYMENT,124.34,19516.97,13900.32,9561.72,9662.14,0
1,TRANSFER,3513.11,2967.58,2042.02,2864.67,5895.5,0
1,PAYMENT,3331.42,26315.26,18672.07,13226.8,14700.52,0
1,CASH_IN,4310.03,36409.56,32140.43,6236.05,7392.45,0
1,TRANSFER,7648.68,636.79,448.44,28536.87,35739.15,0
1,CASH_IN,8451.35,2930.11,2407.03,106200.56,113148.41,0
1,PAYMENT,14012.54,8644.66,7067.87,4904.01,8321.85,0
1,DEBIT,1984.54,33404.31,30460.05,9192.97,9517.18,0
1,PAYMENT,24677.03,5451.39,3883.21,13522.56,22780.5,0
1,TRANSFER,1495.65,6705.19,3656.87,7578.56,8526.58,0
1,CASH_OUT,2419.11,14060.08,7330.37,19007.49,20986.08,0
1,TRANSFER,777.1,5886.25,3883.47,26690.37,27410.36,0
1,PAYMENT,2719.87,2414.92,2223.58,8992.08,10083.19,0
1,CASH_OUT,21868.2,12094.96,9478.81,5971.46,16379.38,0
1,PAYMENT,4119.56,13656.77,7729.17,9094.15,9553.7,0
1,DEBIT,3196.73,13846.64,9542.8,11300.39,13116.95,0
1,PAYMENT,8079.1,16021.36,11709.97,1409.24,7790.09,0
1,PAYMENT,10702.24,17724.41,14766.69,55045.13,56382.5,0
1,CASH_OUT,1932.38,8299.38,5754.98,13120.26,14892.76,0
1,TRANSFER,1475.99,2932.2,1647.03,9671.47,10056.94,0
1,TRANSFER,1756.02,4325.17,2757.22,4357.88,5868.69,0
1,PAYMENT,15849.31,1381.06,696.76,8044.08,22356.67,0
1,CASH_IN,6074.17,7273.93,5772.73,13201.41,14401.29,0
1,TRANSFER,1246.77,513.86,343.04,7212.27,8088.15,0
1,CASH_OUT,2425.34,3146.64,2710.87,153914.1,154446.81,0
1,CASH_IN,8857.25,11667.57,5673.2,2063.27,10016.68,0
1,TRANSFER,1001.01,7278.56,5754.84,7392.04,7879.24,0
1,CASH_OUT,6629.68,51873.21,49326.3,8261.1,14713.34,0
1,PAYMENT,562.57,1910.55,845.94,6327.63,6842.89,0
1,CASH_IN,3430.3,18630.61,12505.89,13321.02,16177.89,0
1,CASH_IN,10436.57,6229.9,5560.42,12877.9,18557.94,0
1,PAYMENT,2529.36,11447.68,8409.93,29434.34,30985.84,0
1,PAYMENT,6678.94,21720.19,20541.3,17884.08,21822.68,0
1,PAYMENT,3038.81,7413.19,5221.51,6242.53,8744.74,0
1,TRANSFER,3514.3,8257.31,6613.74,17029.38,18669.07,0
1,PAYMENT,21473.1,14281.54,9334.39,25112.54,35405.37,0
1,CASH_IN,3005.55,5193.49,3186.58,2442.23,3616.98,0
1,CASH_OUT,207.7,3076.39,2013.77,6112.19,6159.35,0
1,CASH_OUT,5152.49,1776.31,1545.76,5585.88,7180.96,0
1,PAYMENT,27950.37,14288.66,10796.69,2145.86,16667.45,0
1,CASH_OUT,2148.58,1419.73,718.36,48802.4,49209.12,0
1,CASH_IN,3300.95,2823.46,2576.88,19514.88,20266.97,0
1,PAYMENT,3382.87,37868.06,16682.22,19069.2,22092.68,0
1,CASH_IN,3722.35,9408.15,9158.22,24402.8,26427.1,0
1,CASH_OUT,2578.55,3376.86,2783.3,5308.11,6760.51,0
1,CASH_OUT,572.53,8943.99,5134.33,6581.59,6820.82,0
1,CASH_OUT,9227.86,3743.85,2095.53,22564.5,28630.16,0
1,CASH_OUT,23103.51,3639.51,2410.03,14282.2,16745.8,1
1,PAYMENT,23097.06,86416.58,79632.2,3890.75,14029.72,0
1,CASH_OUT,4899.01,2559.79,2018.41,3526.08,7811.25,0
1,CASH_OUT,13373.64,9418.05,4821.48,37800.32,48956.7,0
1,TRANSFER,1023.71,5075.0,4100.16,5260.88,5454.74,0
1,TRANSFER,2456.03,24795.26,16790.11,5172.47,6039.85,0
1,TRANSFER,2295.83,10305.45,9298.89,10187.09,11827.32,0
1,TRANSFER,951.72,9623.17,7704.75,4764.82,4976.22,0
1,CASH_IN,2511.18,37272.64,33321.27,3334.6,3653.34,0
1,PAYMENT,4956.41,49214.4,43668.98,81361.72,85390.12,0
1,PAYMENT,11400.99,9011.08,8582.85,29996.26,36405.66,0
1,CASH_IN,708.53,4600.02,4027.4,3321.01,3639.45,0
1,CASH_OUT,536.01,1177.85,913.09,9221.92,9325.65,0
1,CASH_OUT,1415.51,2673.9,2321.05,16830.36,17265.76,0
1,PAYMENT,1892.16,11262.55,10085.46,22878.72,24421.7,0
1,PAYMENT,3560.65,10108.48,9144.9,16794.4,19767.95,0
1,CASH_OUT,5815.14,16068.8,15112.59,9122.73,14931.87,0
1,CASH_OUT,5475.55,2973.16,2133.42,26036.02,29745.99,0
1,TRANSFER,9559.8,9792.72,8587.26,39649.18,46958.52,0
1,PAYMENT,683.46,4861.43,4084.14,5262.14,5387.84,0
1,CASH_OUT,3548.65,7901.02,4993.34,6760.67,8264.66,0
1,CASH_IN,18052.15,9799.55,8294.21,18509.79,23766.98,0
1,PAYMENT,6290.9,6276.84,4847.35,4181.2,8151.2,0
1,PAYMENT,4974.97,15514.25,10909.73,2003.0,3224.81,0
1,CASH_OUT,11066.65,10259.12,7333.91,5325.08,13263.13,0
1,CASH_OUT,1415.21,8634.2,6500.64,1160.37,1912.74,0
1,CASH_IN,2315.67,1553.76,1464.93,11422.07,12297.17,0
1,CASH_OUT,8829.91,1411.05,1159.81,6776.28,8127.48,0
1,PAYMENT,1237.18,997.17,768.7,3909.89,4525.5,0
1,CASH_OUT,6022.4,7828.84,6886.04,9130.33,12685.78,0
1,TRANSFER,1705.05,32941.6,23810.78,14642.67,15999.27,0
1,CASH_OUT,8455.42,28438.79,20300.41,8952.56,10790.11,0
1,CASH_OUT,8832.12,7441.11,5909.61,16405.71,18189.65,0
1,TRANSFER,4084.05,10925.11,8767.79,7491.41,7900.66,0
2,PAYMENT,904.53,4205.04,3186.42,5411.01,6016.56,0
2,CASH_OUT,34449.38,69850.3,42308.14,22951.36,30285.95,1
2,CASH_IN,977.99,1854.46,1160.37,10334.09,11116.41,0
2,TRANSFER,15635.22,9022.9,5902.0,17099.17,23608.39,1
2,CASH_IN,4734.52,3024.26,2889.74,23250.61,26232.17,0
2,TRANSFER,3460.38,2561.62,1971.7,5884.56,8028.31,0
2,TRANSFER,465.49,2429.23,1399.86,10538.78,10953.47,0
2,TRANSFER,973.67,21360.03,19859.28,5655.67,6309.24,0
2,CASH_IN,4131.95,5073.56,4425.88,2881.33,6390.66,0
2,PAYMENT,6033.35,7378.41,5786.98,3531.48,4309.43,0
2,PAYMENT,3235.57,2156.87,1683.16,28501.29,29964.04,0
2,TRANSFER,12487.67,6633.11,4292.74,9251.75,11559.33,0
2,CASH_OUT,2604.94,11930.67,11441.02,4425.91,5952.35,0
2,TRANSFER,17364.51,4535.57,2804.15,15259.96,28751.69,0
2,CASH_OUT,1221.47,2205.46,1435.76,8248.36,8427.67,0
2,CASH_IN,6259.0,15845.73,8479.44,23647.5,25155.32,0
2,PAYMENT,1294.5,7892.42,6721.36,5641.0,6646.74,0
2,CASH_OUT,6288.99,2599.53,2016.78,8087.32,13185.34,0
2,CASH_OUT,1290.57,15739.48,10409.3,10264.1,11214.54,0
2,TRANSFER,9489.31,8709.53,7764.7,23596.08,30182.05,0
2,CASH_OUT,487.06,7755.47,4766.94,41214.34,41318.05,0
2,CASH_OUT,1505.95,20355.61,18775.33,14607.52,15808.65,0
2,CASH_IN,8905.94,10839.78,7942.19,35538.12,43508.76,0
2,TRANSFER,348.68,32149.25,23842.01,20858.38,21137.2,0
2,CASH_IN,1173.66,6635.47,5196.45,6116.64,7189.95,0
2,DEBIT,13357.76,82872.78,67951.69,94479.89,96958.69,0
2,TRANSFER,4737.36,2314.58,1654.75,7968.04,9661.46,0
2,PAYMENT,2353.09,2712.07,2099.07,13167.23,14203.48,0
2,PAYMENT,2374.57,1284.09,766.36,4410.82,5895.92,0
2,CASH_IN,1783.55,2893.34,2258.06,12080.44,13766.88,0
2,TRANSFER,3183.89,12420.51,6643.27,8580.48,9810.72,0
2,CASH_IN,1029.37,20491.22,14047.27,16206.23,16897.23,0
2,TRANSFER,517.05,5073.72,4535.94,14554.72,14749.48,0
2,TRANSFER,8195.15,56654.41,44375.38,4799.17,9363.58,0
2,DEBIT,4655.19,12805.35,8995.03,16941.1,18034.09,0
2,CASH_OUT,1148.05,3684.21,2385.6,9855.92,10887.51,0
2,CASH_OUT,591.18,6359.33,4502.69,1955.1,2411.5,0
2,TRANSFER,2455.28,3341.15,2138.99,4938.46,6328.07,0
2,CASH_OUT,2983.38,88506.83,59326.06,27133.01,29615.53,0
2,CASH_OUT,1356.92,16169.2,12836.14,53114.49,53511.47,0
2,CASH_OUT,4397.12,41368.54,29921.99,7806.72,9953.18,0
2,PAYMENT,6554.0,784.93,301.99,7876.43,8977.55,0
2,PAYMENT,3227.52,4547.24,3419.35,5856.37,9003.28,0
2,CASH_IN,11767.62,6075.26,3845.71,10874.2,16794.03,0
2,PAYMENT,2741.04,1184.12,1149.88,12735.94,15110.32,0
2,TRANSFER,1648.21,9384.97,5405.56,33349.27,34058.6,0
2,PAYMENT,3177.06,6071.59,5017.07,8489.31,9443.8,0
2,PAYMENT,2276.83,7647.16,6365.85,16015.04,17101.11,0
2,DEBIT,8608.22,10323.55,8420.65,22310.42,24676.36,0
2,TRANSFER,20769.09,11873.31,9569.08,34836.89,53766.98,0
2,CASH_OUT,6612.63,4413.48,2481.04,97427.46,99919.55,0
2,CASH_IN,7301.5,17610.12,6428.45,28523.19,29257.55,0
2,CASH_IN,4916.61,1569.86,1271.19,36518.28,40094.8,0
2,PAYMENT,1899.45,5171.55,3771.06,4479.99,5584.8,0
2,CASH_OUT,2536.72,2234.35,1685.41,1569.42,2503.99,0
2,CASH_IN,3470.41,14338.94,12848.03,1091.44,2400.39,0
2,PAYMENT,10017.68,6201.97,3944.88,370.12,7220.68,0
2,PAYMENT,1674.68,9613.65,8612.97,12277.89,12652.31,0
2,CASH_IN,1936.56,29094.01,23692.0,2826.91,4253.28,0
2,PAYMENT,1224.3,754.82,389.49,14223.72,15310.69,0
2,TRANSFER,390.43,3393.06,2211.45,4015.82,4359.34,0
2,PAYMENT,1264.58,10933.42,9865.91,6890.41,7662.93,0
2,CASH_OUT,12178.25,6749.79,2979.03,16562.57,22184.88,0
2,TRANSFER,45261.87,8842.34,7871.41,7951.62,24968.81,1
2,PAYMENT,2901.38,7619.95,4056.05,60302.17,60856.71,0
2,CASH_IN,1496.9,35364.87,26640.48,24349.24,24813.34,0
2,DEBIT,337.27,6341.44,4272.73,1397.19,1729.26,0
2,TRANSFER,1944.56,16806.62,9681.02,9372.71,11104.79,0
2,TRANSFER,10957.37,6370.95,3909.13,10713.63,16453.22,0
2,TRANSFER,5514.66,2062.7,2008.91,20294.27,23763.21,0
2,CASH_OUT,27730.31,2655.58,2196.79,698.39,23947.2,0
2,PAYMENT,1159.03,4248.08,2610.91,28370.85,28543.78,0
2,CASH_OUT,6609.56,3464.15,2147.51,18620.77,24875.3,0
2,CASH_OUT,4312.22,9728.72,4162.4,10570.82,13620.17,0
2,TRANSFER,731.68,1398.54,983.61,9857.89,10123.43,0
2,CASH_OUT,5045.49,11821.19,10891.14,8796.0,13590.3,0
2,TRANSFER,9121.49,3386.63,1798.39,9376.31,11388.1,0
2,PAYMENT,2324.18,5303.69,4399.92,13955.35,14249.58,0
2,TRANSFER,2825.56,4809.61,3255.96,12840.16,13555.99,0
2,CASH_OUT,1216.42,2384.81,2053.75,17728.32,18542.18,0
2,TRANSFER,6132.52,13023.33,10954.72,3981.31,9674.67,0
2,TRANSFER,654.44,2157.22,1406.55,6312.12,6599.93,0
2,PAYMENT,3148.55,197.39,75.65,7695.22,8388.46,0
2,CASH_OUT,8203.68,8207.96,6279.07,109171.91,110230.75,0
2,CASH_IN,104.06,24319.17,21966.16,4264.27,4277.89,0
2,CASH_OUT,6860.25,6745.49,5000.36,3347.99,9387.14,0
2,TRANSFER,8121.22,20189.74,15876.21,14224.51,20169.6,0
2,TRANSFER,1486.84,2967.53,1999.92,28646.32,29287.59,0
2,PAYMENT,1735.41,4875.43,1709.27,11498.01,13092.17,0
2,TRANSFER,12482.47,9559.13,7144.97,5037.56,15876.33,1
2,TRANSFER,9388.98,548.25,197.27,10960.78,18727.77,0
2,CASH_OUT,4354.64,2706.37,2106.75,5102.07,6977.78,0
2,TRANSFER,14332.37,35932.95,32360.94,27114.95,38557.96,0
2,PAYMENT,4610.09,6904.6,5511.5,28417.04,29410.17,0
2,TRANSFER,9591.17,4445.89,3116.88,5767.03,10187.01,0
2,CASH_OUT,2294.94,2541.34,1917.9,5637.77,7909.46,0
2,CASH_OUT,4547.23,1153.48,596.14,18467.87,20740.78,0
2,PAYMENT,3021.11,20369.36,10887.7,21735.65,23687.04,0
2,PAYMENT,2989.93,64250.36,38601.33,8909.1,10305.28,0
2,CASH_IN,3288.0,83585.22,52667.04,23603.06,25732.8,0
2,CASH_IN,6016.43,11958.72,7168.17,2611.6,3349.92,0
2,TRANSFER,1789.21,1364.03,769.2,28621.41,29007.49,0
2,TRANSFER,253.53,4610.8,3399.6,30373.94,30571.95,0
2,PAYMENT,2631.57,27435.97,25776.83,9673.4,11474.44,0
2,DEBIT,2410.35,12258.11,11986.28,29068.64,31047.67,0
2,TRANSFER,1267.48,8826.65,6039.69,20811.39,21958.37,0
2,TRANSFER,1123.33,53108.31,42984.99,8994.95,9873.54,0
2,TRANSFER,3836.85,10666.66,9905.22,12561.2,15252.96,0
2,PAYMENT,994.27,29822.68,24072.58,4565.29,5254.12,0
2,CASH_OUT,5106.6,14502.78,11799.1,4059.1,8265.81,0
2,TRANSFER,1988.54,31942.07,23214.79,2657.23,4548.64,0
2,PAYMENT,1141.3,4257.13,3797.56,5995.1,6589.13,0
2,TRANSFER,2910.75,41485.03,39558.39,9727.21,12313.89,0
2,PAYMENT,3037.45,5073.23,3453.44,8493.11,9576.48,0
2,PAYMENT,4500.53,3698.69,3117.51,25474.04,27916.03,0
2,PAYMENT,14363.48,30371.17,23757.78,13476.96,22551.36,0
2,CASH_OUT,6643.85,3057.17,2703.5,7123.22,10061.62,0
2,TRANSFER,5457.29,13326.73,9180.31,39542.82,44585.93,0
2,CASH_OUT,3478.48,7717.33,5831.6,10049.38,12200.13,0
2,DEBIT,13067.37,3476.5,3348.66,1446.12,9556.49,0
2,TRANSFER,2330.25,8801.9,7638.78,3381.83,4388.77,0
2,PAYMENT,1087.05,8010.7,5114.53,10169.39,10518.3,0
2,TRANSFER,2806.7,7135.21,6064.47,11505.83,13803.54,0
2,PAYMENT,10515.25,1028.94,810.39,6468.71,10499.72,0
2,PAYMENT,9615.52,18239.35,17299.24,16661.71,21757.71,0
2,PAYMENT,456.75,20621.89,14341.31,18070.15,18147.61,0
2,PAYMENT,3604.41,4823.3,4623.39,54271.89,55539.49,0
2,TRANSFER,1486.61,29342.61,23455.28,12819.4,13213.23,0
2,PAYMENT,42848.71,27101.4,9260.27,12760.89,21368.69,0
2,PAYMENT,2851.3,19346.27,16874.36,39728.44,41828.39,0
2,PAYMENT,871.43,11904.3,8090.51,15887.29,16520.06,0
2,TRANSFER,964.75,4516.21,3600.32,1886.58,2121.7,0
2,CASH_OUT,213.48,8389.83,7254.36,6550.65,6622.09,0
2,CASH_OUT,607.94,24419.86,14740.54,52384.79,52582.07,0
2,TRANSFER,1898.43,33169.24,21108.59,2638.43,3453.89,0
2,TRANSFER,3842.19,12584.77,11536.22,41069.6,41524.97,0
2,CASH_OUT,1502.2,19893.27,15221.99,95870.49,96314.77,0
2,PAYMENT,15155.91,17685.28,11553.74,9422.62,24508.62,0
2,PAYMENT,4888.83,6620.16,2208.75,8600.65,10260.73,0
2,PAYMENT,2608.22,19139.42,11340.15,17470.8,19407.96,0
2,CASH_OUT,868.95,455.58,370.29,1503.66,2224.4,0
2,PAYMENT,532.25,6323.48,3946.02,24517.87,24694.33,0
2,PAYMENT,1438.49,18294.78,16616.64,31343.47,31853.87,0
2,PAYMENT,2957.91,10105.95,6108.73,4051.54,4484.22,0
2,PAYMENT,12696.7,10369.82,9249.18,49706.36,55053.43,0
2,TRANSFER,9043.29,74954.17,43874.06,89651.7,90652.4,0
2,CASH_OUT,598.43,23163.42,16121.92,93983.71,94138.23,0
2,TRANSFER,896.39,15475.99,11264.33,12215.92,12728.73,0
2,CASH_OUT,34286.32,3245.65,2896.29,5252.56,28596.25,1
2,CASH_OUT,1275.79,6079.63,5460.25,22216.48,23148.96,0
2,PAYMENT,27991.97,5959.07,5156.21,9472.23,25972.67,0
2,CASH_IN,2366.55,4910.52,2967.97,10652.1,12587.42,0
2,CASH_OUT,5409.0,34791.25,23461.85,90490.12,92404.07,0
2,CASH_IN,4871.04,17865.46,12034.46,43627.77,48288.11,0
2,CASH_IN,26508.64,7131.85,6268.05,4085.8,15504.18,0
2,CASH_OUT,7979.9,6043.39,3743.73,22366.99,23746.86,0
2,CASH_OUT,1409.79,27899.54,22771.01,44623.06,45574.57,0
2,CASH_IN,1626.15,13588.73,8176.17,27385.54,27860.36,0
2,CASH_OUT,2033.93,50471.79,27145.42,4307.62,6336.88,0
2,CASH_OUT,20888.8,2387.33,1696.8,26383.63,36407.15,1
2,CASH_OUT,1471.42,5720.55,5265.95,23070.91,23229.15,0
2,CASH_OUT,3784.8,3028.43,2705.36,8058.2,8892.22,0
2,CASH_IN,152.54,1940.0,1693.02,7564.35,7692.6,0
2,TRANSFER,14679.13,3748.8,1690.4,50134.05,63349.05,0
2,CASH_OUT,5682.96,68426.64,38810.4,25656.23,26670.17,0
2,PAYMENT,5124.97,4483.07,2997.45,10440.27,14561.73,0
2,PAYMENT,5535.01,6010.95,5779.14,13571.64,19039.24,0
2,TRANSFER,1246.71,828.15,526.99,17943.7,18346.87,0
2,PAYMENT,3044.12,10948.94,8109.89,6293.2,9279.13,0
2,PAYMENT,1712.75,5365.33,4696.86,14454.12,15650.93,0
2,TRANSFER,4368.84,3752.06,2014.45,19154.78,21630.27,0
2,CASH_IN,549.86,2378.31,1324.75,8895.14,9092.65,0
2,CASH_IN,13107.49,46798.95,31870.81,70997.67,73182.07,0
2,PAYMENT,2882.42,44561.16,21568.92,13183.53,13973.02,0
2,PAYMENT,1231.83,12754.26,9577.55,3451.3,4578.13,0
2,CASH_IN,5299.36,7535.95,4413.32,26968.75,29330.26,0
2,CASH_IN,298.15,8117.38,4031.4,10905.97,11020.29,0
2,PAYMENT,22988.41,14750.9,7660.79,5951.34,21435.98,0
2,TRANSFER,3929.54,4935.8,4025.78,17043.08,19677.74,0
2,CASH_IN,1833.43,4751.99,3957.15,3320.43,3786.12,0
2,PAYMENT,9406.68,10164.11,6870.06,88069.15,90381.88,0
2,PAYMENT,491.62,11324.58,9433.95,11365.23,11654.51,0
2,CASH_OUT,1140.32,19576.43,12109.55,13532.37,14586.82,0
2,CASH_OUT,2169.41,5047.78,3919.29,5462.89,6454.97,0
2,DEBIT,6545.8,10921.61,4749.68,38325.73,43149.16,0
2,CASH_OUT,8512.31,55459.55,41980.4,7350.47,12219.91,0
2,CASH_OUT,4825.21,8234.57,4354.01,12560.21,16474.77,0
2,CASH_OUT,504.29,9076.84,6727.37,21848.91,22243.17,0
2,PAYMENT,26406.75,29382.89,14166.49,4950.05,11514.82,0
2,CASH_OUT,2873.81,4070.86,2456.94,5363.43,6292.69,0
2,PAYMENT,9026.09,2683.78,2469.72,4673.89,6046.93,0
2,PAYMENT,4064.79,22398.17,10010.03,9478.27,12530.61,0
2,CASH_IN,527.63,5119.29,2616.39,8060.07,8509.89,0
2,CASH_OUT,2634.12,13485.56,11498.37,4206.05,6182.09,0
3,PAYMENT,2065.88,2482.74,2216.43,9862.98,10693.11,0
3,PAYMENT,1895.59,11555.13,8200.05,32107.72,32590.8,0
3,PAYMENT,884.5,46576.56,37358.25,6078.51,6800.49,0
3,PAYMENT,7950.82,14240.06,7972.49,2462.84,5885.2,0
3,TRANSFER,4746.64,6813.33,6676.65,18070.24,20121.22,0
3,CASH_OUT,3938.69,59648.82,37742.69,4217.18,8064.07,0
3,PAYMENT,5612.54,2008.66,1986.38,3633.27,5573.54,0
3,PAYMENT,2234.08,17690.81,16389.15,8217.21,9048.78,0
3,CASH_OUT,3923.87,3518.57,2459.11,4330.88,6935.88,0
3,PAYMENT,10634.85,604.23,546.07,20550.71,26395.1,0
